top_k,reagent_type,accuracy
1,exact_solvent,0.3544061302681992
2,exact_solvent,0.4386973180076628
3,exact_solvent,0.4837164750957854
4,exact_solvent,0.5220306513409961
5,exact_solvent,0.5488505747126436
6,exact_solvent,0.5718390804597702
7,exact_solvent,0.5900383141762452
8,exact_solvent,0.6149425287356322
9,exact_solvent,0.6360153256704981
10,exact_solvent,0.6542145593869731
1,exact_base,0.5814176245210728
2,exact_base,0.7519157088122606
3,exact_base,0.8295019157088123
4,exact_base,0.8908045977011494
5,exact_base,0.9051724137931034
6,exact_base,0.9090038314176245
7,exact_base,0.9090038314176245
8,exact_base,0.9099616858237548
9,exact_base,0.9099616858237548
10,exact_base,0.9099616858237548
