top_k,reagent_type,accuracy
1,exact_solvent,0.34995206136145734
2,exact_solvent,0.4506232023010546
3,exact_solvent,0.4966442953020134
4,exact_solvent,0.5282837967401726
5,exact_solvent,0.551294343240652
6,exact_solvent,0.5723873441994247
7,exact_solvent,0.5934803451581975
8,exact_solvent,0.6078619367209971
9,exact_solvent,0.6241610738255033
10,exact_solvent,0.6404602109300096
1,exact_base,0.5407478427612655
2,exact_base,0.6625119846596357
3,exact_base,0.7334611697027804
4,exact_base,0.7708533077660594
5,exact_base,0.8044103547459253
6,exact_base,0.8312559923298178
7,exact_base,0.8446788111217641
8,exact_base,0.8657718120805369
9,exact_base,0.87535953978907
10,exact_base,0.8887823585810163
1,overall,0.29913710450623204
2,overall,0.3796740172579099
3,overall,0.41514860977948226
4,overall,0.43815915627996166
5,overall,0.4534995206136146
6,overall,0.473633748801534
7,overall,0.48801534036433364
8,overall,0.4966442953020134
9,overall,0.5091083413231065
10,overall,0.5158197507190796
