reagent_type,top_k,accuracy
fine_solvent,1,0.5296934865900383
fine_solvent,2,0.7049808429118773
fine_solvent,3,0.8256704980842912
fine_solvent,4,0.8745210727969349
fine_solvent,5,0.8994252873563219
fine_solvent,6,0.9157088122605364
fine_solvent,7,0.9329501915708812
fine_solvent,8,0.9473180076628352
fine_solvent,9,0.9664750957854407
fine_solvent,10,0.9789272030651341
fine_solvent,11,0.9875478927203065
fine_solvent,12,0.9961685823754789
fine_solvent,13,1.0
base,1,0.8448275862068966
base,2,0.9367816091954023
base,3,0.9636015325670498
base,4,0.9837164750957854
base,5,0.9942528735632183
base,6,0.9961685823754789
base,7,1.0
