reagent_type,top_k,accuracy
overall,1,0.3624161073825503
overall,2,0.5119846596356663
overall,3,0.6490891658676894
overall,4,0.7229146692233941
overall,5,0.8044103547459253
overall,6,0.8370086289549377
overall,7,0.8552253116011506
overall,8,0.8715244487056567
overall,9,0.8839884947267498
overall,10,0.8974113135186961
coarse_solvent,1,0.44103547459252157
coarse_solvent,2,0.6164908916586769
coarse_solvent,3,0.7766059443911792
coarse_solvent,4,0.8609779482262704
coarse_solvent,5,0.9376797698945349
coarse_solvent,6,0.9558964525407478
coarse_solvent,7,0.9645254074784276
coarse_solvent,8,0.9702780441035475
coarse_solvent,9,0.975071907957814
coarse_solvent,10,0.9865771812080537
base,1,0.8149568552253116
base,2,0.822627037392138
base,3,0.825503355704698
base,4,0.8418024928092043
base,5,0.8657718120805369
base,6,0.9069990412272292
base,7,0.9348034515819751
base,8,0.9434324065196549
base,9,0.9606903163950143
base,10,0.9645254074784276
