reagent_type,top_k,accuracy
coarse_solvent,1,0.38984674329501917
coarse_solvent,2,0.6360153256704981
coarse_solvent,3,0.7701149425287356
coarse_solvent,4,0.8908045977011494
coarse_solvent,5,0.9837164750957854
coarse_solvent,6,1.0
base,1,0.8113026819923371
base,2,0.8917624521072797
base,3,0.946360153256705
base,4,0.9798850574712644
base,5,0.9885057471264368
base,6,0.9971264367816092
base,7,1.0
