metric_name,value
exact_solvent_macro_precision,0.0011015325670498085
exact_solvent_macro_recall,0.008333333333333333
exact_solvent_micro_f1,0.13218390804597702
exact_solvent_macro_f1,0.00194585448392555
exact_base_macro_precision,0.015574003121895842
exact_base_macro_recall,0.037037037037037035
exact_base_micro_f1,0.42049808429118773
exact_base_macro_f1,0.021927524287605204
