top_k,reagent_type,accuracy
1,coarse_solvent,0.5038314176245211
2,coarse_solvent,0.6676245210727969
3,coarse_solvent,0.7768199233716475
4,coarse_solvent,0.8352490421455939
5,coarse_solvent,0.9013409961685823
6,coarse_solvent,0.9406130268199234
7,coarse_solvent,0.9664750957854407
8,coarse_solvent,0.9770114942528736
9,coarse_solvent,0.9798850574712644
10,coarse_solvent,0.9798850574712644
1,base,0.7787356321839081
2,base,0.8783524904214559
3,base,0.9061302681992337
4,base,0.9195402298850575
5,base,0.9262452107279694
6,base,0.935823754789272
7,base,0.9454022988505747
8,base,0.9492337164750958
9,base,0.9501915708812261
10,base,0.9501915708812261
1,overall,0.4501915708812261
2,overall,0.5775862068965517
3,overall,0.6551724137931034
4,overall,0.7116858237547893
5,overall,0.7710727969348659
6,overall,0.8189655172413793
7,overall,0.8515325670498084
8,overall,0.8764367816091954
9,overall,0.8812260536398467
10,overall,0.8812260536398467
