top_k,reagent_type,accuracy
1,coarse_solvent,0.5038314176245211
2,coarse_solvent,0.6829501915708812
3,coarse_solvent,0.8045977011494253
4,coarse_solvent,0.8946360153256705
5,coarse_solvent,0.9712643678160919
6,coarse_solvent,0.9798850574712644
7,coarse_solvent,0.9798850574712644
8,coarse_solvent,0.9798850574712644
9,coarse_solvent,0.9798850574712644
10,coarse_solvent,0.9798850574712644
1,base,0.7787356321839081
2,base,0.8898467432950191
3,base,0.9339080459770115
4,base,0.946360153256705
5,base,0.9501915708812261
6,base,0.9501915708812261
7,base,0.9501915708812261
8,base,0.9501915708812261
9,base,0.9501915708812261
10,base,0.9501915708812261
