reagent_type,top_k,accuracy
overall,1,0.5158197507190796
overall,2,0.6615532118887824
overall,3,0.7468839884947267
overall,4,0.8264621284755513
overall,5,0.8744007670182167
overall,6,0.8983700862895494
overall,7,0.9175455417066155
overall,8,0.9271332694151486
overall,9,0.9338446788111218
overall,10,0.9386385426653883
coarse_solvent,1,0.576222435282838
coarse_solvent,2,0.7229146692233941
coarse_solvent,3,0.8178331735378715
coarse_solvent,4,0.9041227229146692
coarse_solvent,5,0.9587727708533078
coarse_solvent,6,0.9789069990412272
coarse_solvent,7,0.9884947267497604
coarse_solvent,8,0.9923298178331735
coarse_solvent,9,0.9942473633748802
coarse_solvent,10,0.9952061361457335
base,1,0.8609779482262704
base,2,0.8916586768935763
base,3,0.9031639501438159
base,4,0.9137104506232023
base,5,0.9194630872483222
base,6,0.9367209971236817
base,7,0.9568552253116012
base,8,0.9664429530201343
base,9,0.9721955896452541
base,10,0.9798657718120806
