top_k,reagent_type,accuracy
1,coarse_solvent,0.5114942528735632
2,coarse_solvent,0.6982758620689655
3,coarse_solvent,0.7998084291187739
4,coarse_solvent,0.8879310344827587
5,coarse_solvent,0.9693486590038314
6,coarse_solvent,0.9865900383141762
7,coarse_solvent,0.9865900383141762
8,coarse_solvent,0.9865900383141762
9,coarse_solvent,0.9865900383141762
10,coarse_solvent,0.9865900383141762
1,base,0.7729885057471264
2,base,0.8936781609195402
3,base,0.9319923371647509
4,base,0.9540229885057471
5,base,0.9559386973180076
6,base,0.9578544061302682
7,base,0.9578544061302682
8,base,0.9578544061302682
9,base,0.9578544061302682
10,base,0.9578544061302682
