top_k,reagent_type,accuracy
1,coarse_solvent,0.5114942528735632
2,coarse_solvent,0.6877394636015326
3,coarse_solvent,0.7691570881226054
4,coarse_solvent,0.8323754789272031
5,coarse_solvent,0.8860153256704981
6,coarse_solvent,0.9319923371647509
7,coarse_solvent,0.9636015325670498
8,coarse_solvent,0.9779693486590039
9,coarse_solvent,0.9837164750957854
10,coarse_solvent,0.9865900383141762
1,base,0.7729885057471264
2,base,0.882183908045977
3,base,0.9080459770114943
4,base,0.9185823754789272
5,base,0.9262452107279694
6,base,0.9386973180076629
7,base,0.9444444444444444
8,base,0.9501915708812261
9,base,0.9540229885057471
10,base,0.9578544061302682
1,overall,0.446360153256705
2,overall,0.5842911877394636
3,overall,0.6522988505747126
4,overall,0.7049808429118773
5,overall,0.7567049808429118
6,overall,0.8189655172413793
7,overall,0.8582375478927203
8,overall,0.8783524904214559
9,overall,0.8898467432950191
10,overall,0.8975095785440613
