top_k,reagent_type,accuracy
1,fine_solvent,0.4875478927203065
2,fine_solvent,0.6561302681992337
3,fine_solvent,0.7528735632183908
4,fine_solvent,0.8189655172413793
5,fine_solvent,0.8649425287356322
6,fine_solvent,0.89272030651341
7,fine_solvent,0.921455938697318
8,fine_solvent,0.9386973180076629
9,fine_solvent,0.9454022988505747
10,fine_solvent,0.946360153256705
1,base,0.7586206896551724
2,base,0.9022988505747126
3,base,0.946360153256705
4,base,0.9703065134099617
5,base,0.9712643678160919
6,base,0.9712643678160919
7,base,0.9712643678160919
8,base,0.9712643678160919
9,base,0.9712643678160919
10,base,0.9712643678160919
