top_k,reagent_type,accuracy
1,coarse_solvent,0.4837164750957854
2,coarse_solvent,0.6704980842911877
3,coarse_solvent,0.7816091954022989
4,coarse_solvent,0.8457854406130269
5,coarse_solvent,0.9080459770114943
6,coarse_solvent,0.9454022988505747
7,coarse_solvent,0.9674329501915708
8,coarse_solvent,0.9846743295019157
9,coarse_solvent,0.9885057471264368
10,coarse_solvent,0.9885057471264368
1,base,0.7806513409961686
2,base,0.8908045977011494
3,base,0.9204980842911877
4,base,0.9377394636015326
5,base,0.946360153256705
6,base,0.9540229885057471
7,base,0.9549808429118773
8,base,0.960727969348659
9,base,0.9636015325670498
10,base,0.9636015325670498
1,overall,0.4272030651340996
2,overall,0.5814176245210728
3,overall,0.6647509578544061
4,overall,0.7145593869731801
5,overall,0.7787356321839081
6,overall,0.8256704980842912
7,overall,0.8515325670498084
8,overall,0.8850574712643678
9,overall,0.8946360153256705
10,overall,0.8955938697318008
