top_k,reagent_type,accuracy
1,exact_solvent,0.36590038314176243
2,exact_solvent,0.45881226053639845
3,exact_solvent,0.4942528735632184
4,exact_solvent,0.5239463601532567
5,exact_solvent,0.5488505747126436
6,exact_solvent,0.5699233716475096
7,exact_solvent,0.5948275862068966
8,exact_solvent,0.6111111111111112
9,exact_solvent,0.6273946360153256
10,exact_solvent,0.6417624521072797
1,exact_base,0.5622605363984674
2,exact_base,0.7155172413793104
3,exact_base,0.7950191570881227
4,exact_base,0.8409961685823755
5,exact_base,0.8773946360153256
6,exact_base,0.9003831417624522
7,exact_base,0.9042145593869731
8,exact_base,0.9042145593869731
9,exact_base,0.9042145593869731
10,exact_base,0.9042145593869731
