top_k,reagent_type,accuracy
1,exact_solvent,0.36590038314176243
2,exact_solvent,0.4540229885057471
3,exact_solvent,0.49233716475095785
4,exact_solvent,0.5210727969348659
5,exact_solvent,0.5450191570881227
6,exact_solvent,0.5651340996168582
7,exact_solvent,0.5775862068965517
8,exact_solvent,0.5938697318007663
9,exact_solvent,0.6120689655172413
10,exact_solvent,0.6197318007662835
1,exact_base,0.5622605363984674
2,exact_base,0.6944444444444444
3,exact_base,0.7519157088122606
4,exact_base,0.7921455938697318
5,exact_base,0.8103448275862069
6,exact_base,0.8266283524904214
7,exact_base,0.8381226053639846
8,exact_base,0.8467432950191571
9,exact_base,0.8591954022988506
10,exact_base,0.8649425287356322
1,overall,0.3170498084291188
2,overall,0.3936781609195402
3,overall,0.42624521072796934
4,overall,0.4511494252873563
5,overall,0.4616858237547893
6,overall,0.46934865900383144
7,overall,0.47701149425287354
8,overall,0.4885057471264368
9,overall,0.5
10,overall,0.5038314176245211
