reagent_type,top_k,accuracy
overall,1,0.38697318007662834
overall,2,0.5565134099616859
overall,3,0.6733716475095786
overall,4,0.7279693486590039
overall,5,0.7758620689655172
overall,6,0.8017241379310345
overall,7,0.8132183908045977
overall,8,0.8275862068965517
overall,9,0.8438697318007663
overall,10,0.8668582375478927
fine_solvent,1,0.446360153256705
fine_solvent,2,0.6273946360153256
fine_solvent,3,0.7519157088122606
fine_solvent,4,0.8103448275862069
fine_solvent,5,0.85727969348659
fine_solvent,6,0.8773946360153256
fine_solvent,7,0.8898467432950191
fine_solvent,8,0.8984674329501916
fine_solvent,9,0.9137931034482759
fine_solvent,10,0.9300766283524904
base,1,0.8419540229885057
base,2,0.8649425287356322
base,3,0.8840996168582376
base,4,0.8994252873563219
base,5,0.9128352490421456
base,6,0.9224137931034483
base,7,0.9348659003831418
base,8,0.9425287356321839
base,9,0.9501915708812261
base,10,0.9559386973180076
