reagent_type,top_k,accuracy
overall,1,0.436241610738255
overall,2,0.5906040268456376
overall,3,0.7046979865771812
overall,4,0.7871524448705657
overall,5,0.8293384467881112
overall,6,0.8619367209971237
overall,7,0.887823585810163
overall,8,0.9146692233940557
overall,9,0.925215723873442
overall,10,0.9348034515819751
coarse_solvent,1,0.49952061361457334
coarse_solvent,2,0.6682646212847555
coarse_solvent,3,0.7976989453499521
coarse_solvent,4,0.8916586768935763
coarse_solvent,5,0.9415148609779482
coarse_solvent,6,0.9635666347075743
coarse_solvent,7,0.9741131351869607
coarse_solvent,8,0.9827420901246404
coarse_solvent,9,0.9856184084372004
coarse_solvent,10,0.9865771812080537
base,1,0.8446788111217641
base,2,0.8705656759348035
base,3,0.8839884947267498
base,4,0.8964525407478428
base,5,0.9089165867689357
base,6,0.925215723873442
base,7,0.9482262703739214
base,8,0.9616490891658677
base,9,0.965484180249281
base,10,0.9721955896452541
