top_k,reagent_type,accuracy
1,exact_solvent,0.36398467432950193
2,exact_solvent,0.44157088122605365
3,exact_solvent,0.4827586206896552
4,exact_solvent,0.5076628352490421
5,exact_solvent,0.5325670498084292
6,exact_solvent,0.5459770114942529
7,exact_solvent,0.5632183908045977
8,exact_solvent,0.5766283524904214
9,exact_solvent,0.5833333333333334
10,exact_solvent,0.5948275862068966
1,exact_base,0.5603448275862069
2,exact_base,0.6867816091954023
3,exact_base,0.7423371647509579
4,exact_base,0.789272030651341
5,exact_base,0.8180076628352491
6,exact_base,0.8295019157088123
7,exact_base,0.842911877394636
8,exact_base,0.853448275862069
9,exact_base,0.8620689655172413
10,exact_base,0.8726053639846744
1,overall,0.32375478927203066
2,overall,0.38409961685823757
3,overall,0.42049808429118773
4,overall,0.43773946360153254
5,overall,0.4511494252873563
6,overall,0.46264367816091956
7,overall,0.47126436781609193
8,overall,0.4789272030651341
9,overall,0.48659003831417624
10,overall,0.49712643678160917
