top_k,reagent_type,accuracy
1,exact_solvent,0.3400383141762452
2,exact_solvent,0.4367816091954023
3,exact_solvent,0.48659003831417624
4,exact_solvent,0.5162835249042146
5,exact_solvent,0.539272030651341
6,exact_solvent,0.5565134099616859
7,exact_solvent,0.5756704980842912
8,exact_solvent,0.5909961685823755
9,exact_solvent,0.6130268199233716
10,exact_solvent,0.6245210727969349
1,exact_base,0.5613026819923371
2,exact_base,0.7030651340996169
3,exact_base,0.7768199233716475
4,exact_base,0.8342911877394636
5,exact_base,0.8668582375478927
6,exact_base,0.8860153256704981
7,exact_base,0.8879310344827587
8,exact_base,0.8888888888888888
9,exact_base,0.8888888888888888
10,exact_base,0.8888888888888888
