top_k,reagent_type,accuracy
1,exact_solvent,0.3400383141762452
2,exact_solvent,0.43486590038314177
3,exact_solvent,0.4837164750957854
4,exact_solvent,0.5114942528735632
5,exact_solvent,0.5354406130268199
6,exact_solvent,0.5498084291187739
7,exact_solvent,0.5670498084291188
8,exact_solvent,0.5766283524904214
9,exact_solvent,0.5948275862068966
10,exact_solvent,0.6082375478927203
1,exact_base,0.5613026819923371
2,exact_base,0.6848659003831418
3,exact_base,0.7365900383141762
4,exact_base,0.7701149425287356
5,exact_base,0.8026819923371648
6,exact_base,0.8208812260536399
7,exact_base,0.8304597701149425
8,exact_base,0.8457854406130269
9,exact_base,0.853448275862069
10,exact_base,0.8611111111111112
1,overall,0.2998084291187739
2,overall,0.37452107279693486
3,overall,0.4061302681992337
4,overall,0.4272030651340996
5,overall,0.4444444444444444
6,overall,0.4549808429118774
7,overall,0.46455938697318006
8,overall,0.4731800766283525
9,overall,0.48563218390804597
10,overall,0.49712643678160917
