top_k,reagent_type,accuracy
1,coarse_solvent,0.47988505747126436
2,coarse_solvent,0.6724137931034483
3,coarse_solvent,0.7681992337164751
4,coarse_solvent,0.8409961685823755
5,coarse_solvent,0.8917624521072797
6,coarse_solvent,0.9367816091954023
7,coarse_solvent,0.9588122605363985
8,coarse_solvent,0.9722222222222222
9,coarse_solvent,0.975095785440613
10,coarse_solvent,0.975095785440613
1,base,0.7634099616858238
2,base,0.8783524904214559
3,base,0.9061302681992337
4,base,0.9118773946360154
5,base,0.9157088122605364
6,base,0.9319923371647509
7,base,0.9396551724137931
8,base,0.9482758620689655
9,base,0.9521072796934866
10,base,0.9521072796934866
1,overall,0.42624521072796934
2,overall,0.5756704980842912
3,overall,0.646551724137931
4,overall,0.7078544061302682
5,overall,0.7567049808429118
6,overall,0.8170498084291188
7,overall,0.853448275862069
8,overall,0.8754789272030651
9,overall,0.8802681992337165
10,overall,0.8840996168582376
