top_k,reagent_type,accuracy
1,coarse_solvent,0.47988505747126436
2,coarse_solvent,0.6896551724137931
3,coarse_solvent,0.7998084291187739
4,coarse_solvent,0.8975095785440613
5,coarse_solvent,0.9588122605363985
6,coarse_solvent,0.975095785440613
7,coarse_solvent,0.975095785440613
8,coarse_solvent,0.975095785440613
9,coarse_solvent,0.975095785440613
10,coarse_solvent,0.975095785440613
1,base,0.7634099616858238
2,base,0.8888888888888888
3,base,0.9300766283524904
4,base,0.9521072796934866
5,base,0.9521072796934866
6,base,0.9521072796934866
7,base,0.9521072796934866
8,base,0.9521072796934866
9,base,0.9521072796934866
10,base,0.9521072796934866
