reagent_type,top_k,accuracy
overall,1,0.49137931034482757
overall,2,0.6369731800766284
overall,3,0.725095785440613
overall,4,0.8084291187739464
overall,5,0.8591954022988506
overall,6,0.8850574712643678
overall,7,0.907088122605364
overall,8,0.921455938697318
overall,9,0.9319923371647509
overall,10,0.9425287356321839
coarse_solvent,1,0.5708812260536399
coarse_solvent,2,0.7212643678160919
coarse_solvent,3,0.8208812260536399
coarse_solvent,4,0.9013409961685823
coarse_solvent,5,0.960727969348659
coarse_solvent,6,0.9741379310344828
coarse_solvent,7,0.9827586206896551
coarse_solvent,8,0.9904214559386973
coarse_solvent,9,0.9913793103448276
coarse_solvent,10,0.9961685823754789
base,1,0.8477011494252874
base,2,0.8754789272030651
base,3,0.8888888888888888
base,4,0.8975095785440613
base,5,0.907088122605364
base,6,0.9281609195402298
base,7,0.9511494252873564
base,8,0.960727969348659
base,9,0.9731800766283525
base,10,0.9818007662835249
