top_k,reagent_type,accuracy
1,exact_solvent,0.37547892720306514
2,exact_solvent,0.46360153256704983
3,exact_solvent,0.5076628352490421
4,exact_solvent,0.5344827586206896
5,exact_solvent,0.5565134099616859
6,exact_solvent,0.5900383141762452
7,exact_solvent,0.6053639846743295
8,exact_solvent,0.6197318007662835
9,exact_solvent,0.6302681992337165
10,exact_solvent,0.6417624521072797
1,exact_base,0.5526819923371648
2,exact_base,0.6791187739463601
3,exact_base,0.7327586206896551
4,exact_base,0.7854406130268199
5,exact_base,0.8122605363984674
6,exact_base,0.8342911877394636
7,exact_base,0.853448275862069
8,exact_base,0.8659003831417624
9,exact_base,0.8735632183908046
10,exact_base,0.8773946360153256
1,overall,0.31417624521072796
2,overall,0.38697318007662834
3,overall,0.41762452107279696
4,overall,0.4339080459770115
5,overall,0.44731800766283525
6,overall,0.4674329501915709
7,overall,0.4760536398467433
8,overall,0.4846743295019157
9,overall,0.4932950191570881
10,overall,0.5038314176245211
