top_k,reagent_type,accuracy
1,exact_solvent,0.37547892720306514
2,exact_solvent,0.46551724137931033
3,exact_solvent,0.5095785440613027
4,exact_solvent,0.5402298850574713
5,exact_solvent,0.5670498084291188
6,exact_solvent,0.5977011494252874
7,exact_solvent,0.6168582375478927
8,exact_solvent,0.6312260536398467
9,exact_solvent,0.6446360153256705
10,exact_solvent,0.6599616858237548
1,exact_base,0.5526819923371648
2,exact_base,0.6982758620689655
3,exact_base,0.7854406130268199
4,exact_base,0.8457854406130269
5,exact_base,0.8850574712643678
6,exact_base,0.8994252873563219
7,exact_base,0.9051724137931034
8,exact_base,0.9051724137931034
9,exact_base,0.9051724137931034
10,exact_base,0.9051724137931034
