top_k,reagent_type,accuracy
1,fine_solvent,0.4827586206896552
2,fine_solvent,0.6388888888888888
3,fine_solvent,0.7183908045977011
4,fine_solvent,0.7758620689655172
5,fine_solvent,0.8218390804597702
6,fine_solvent,0.85727969348659
7,fine_solvent,0.8802681992337165
8,fine_solvent,0.896551724137931
9,fine_solvent,0.9090038314176245
10,fine_solvent,0.9195402298850575
1,base,0.7758620689655172
2,base,0.8917624521072797
3,base,0.9176245210727969
4,base,0.9291187739463601
5,base,0.935823754789272
6,base,0.9367816091954023
7,base,0.9406130268199234
8,base,0.9454022988505747
9,base,0.9492337164750958
10,base,0.9501915708812261
1,overall,0.4281609195402299
2,overall,0.5565134099616859
3,overall,0.6159003831417624
4,overall,0.6580459770114943
5,overall,0.7030651340996169
6,overall,0.7346743295019157
7,overall,0.7662835249042146
8,overall,0.7940613026819924
9,overall,0.8093869731800766
10,overall,0.8227969348659003
