top_k,reagent_type,accuracy
1,fine_solvent,0.4827586206896552
2,fine_solvent,0.6484674329501916
3,fine_solvent,0.7375478927203065
4,fine_solvent,0.8103448275862069
5,fine_solvent,0.8544061302681992
6,fine_solvent,0.8831417624521073
7,fine_solvent,0.9003831417624522
8,fine_solvent,0.9176245210727969
9,fine_solvent,0.9252873563218391
10,fine_solvent,0.9262452107279694
1,base,0.7758620689655172
2,base,0.8975095785440613
3,base,0.9415708812260536
4,base,0.9540229885057471
5,base,0.9549808429118773
6,base,0.9549808429118773
7,base,0.9549808429118773
8,base,0.9549808429118773
9,base,0.9549808429118773
10,base,0.9549808429118773
