reagent_type,top_k,accuracy
fine_solvent,1,0.49712643678160917
fine_solvent,2,0.696360153256705
fine_solvent,3,0.8199233716475096
fine_solvent,4,0.8524904214559387
fine_solvent,5,0.8783524904214559
fine_solvent,6,0.9022988505747126
fine_solvent,7,0.9147509578544061
fine_solvent,8,0.9262452107279694
fine_solvent,9,0.9367816091954023
fine_solvent,10,0.9444444444444444
base,1,0.8438697318007663
base,2,0.8659003831417624
base,3,0.8773946360153256
base,4,0.896551724137931
base,5,0.9176245210727969
base,6,0.9339080459770115
base,7,0.9415708812260536
base,8,0.946360153256705
base,9,0.9521072796934866
base,10,0.9655172413793104
overall,1,0.4224137931034483
overall,2,0.6111111111111112
overall,3,0.7231800766283525
overall,4,0.7595785440613027
overall,5,0.7940613026819924
overall,6,0.8227969348659003
overall,7,0.8400383141762452
overall,8,0.8524904214559387
overall,9,0.867816091954023
overall,10,0.8783524904214559
