top_k,reagent_type,accuracy
1,coarse_solvent,0.5086206896551724
2,coarse_solvent,0.6609195402298851
3,coarse_solvent,0.7528735632183908
4,coarse_solvent,0.8132183908045977
5,coarse_solvent,0.8831417624521073
6,coarse_solvent,0.9339080459770115
7,coarse_solvent,0.9597701149425287
8,coarse_solvent,0.9818007662835249
9,coarse_solvent,0.9913793103448276
10,coarse_solvent,0.9923371647509579
1,base,0.7691570881226054
2,base,0.8850574712643678
3,base,0.9099616858237548
4,base,0.9185823754789272
5,base,0.9300766283524904
6,base,0.935823754789272
7,base,0.9444444444444444
8,base,0.9492337164750958
9,base,0.9521072796934866
10,base,0.9540229885057471
1,overall,0.4501915708812261
2,overall,0.5708812260536399
3,overall,0.6417624521072797
4,overall,0.6906130268199234
5,overall,0.7528735632183908
6,overall,0.8065134099616859
7,overall,0.8371647509578544
8,overall,0.8630268199233716
9,overall,0.8860153256704981
10,overall,0.89272030651341
