reagent_type,top_k,accuracy
fine_solvent,1,0.4674329459667206
fine_solvent,2,0.6398467421531677
fine_solvent,3,0.7538314461708069
fine_solvent,4,0.8055555820465088
fine_solvent,5,0.8639847040176392
fine_solvent,6,0.9051724076271057
fine_solvent,7,0.9281609058380127
fine_solvent,8,0.9473180174827576
fine_solvent,9,0.9645593762397766
fine_solvent,10,0.9760536551475525
fine_solvent,11,0.982758641242981
fine_solvent,12,0.992337167263031
fine_solvent,13,1.0
base,1,0.8390804529190063
base,2,0.9377394914627075
base,3,0.9798850417137146
base,4,0.9856321811676025
base,5,0.99042147397995
base,6,0.9932950139045715
base,7,1.0
