top_k,reagent_type,accuracy
1,exact_solvent,0.37775647171620325
2,exact_solvent,0.4582933844678811
3,exact_solvent,0.4928092042186002
4,exact_solvent,0.5282837967401726
5,exact_solvent,0.5445829338446788
6,exact_solvent,0.5618408437200384
7,exact_solvent,0.5800575263662512
8,exact_solvent,0.5934803451581975
9,exact_solvent,0.6116970278044104
10,exact_solvent,0.6318312559923298
1,exact_base,0.5790987535953979
2,exact_base,0.6999041227229147
3,exact_base,0.7516778523489933
4,exact_base,0.7996164908916586
5,exact_base,0.8264621284755513
6,exact_base,0.8446788111217641
7,exact_base,0.8590604026845637
8,exact_base,0.8705656759348035
9,exact_base,0.87823585810163
10,exact_base,0.8830297219558965
1,overall,0.3346116970278044
2,overall,0.40172579098753597
3,overall,0.4276126558005753
4,overall,0.4506232023010546
5,overall,0.46404602109300097
6,overall,0.47746883988494726
7,overall,0.48609779482262705
8,overall,0.4947267497603068
9,overall,0.5071907957813998
10,overall,0.5177372962607862
