top_k,reagent_type,accuracy
1,exact_solvent,0.37775647171620325
2,exact_solvent,0.4621284755512943
3,exact_solvent,0.49952061361457334
4,exact_solvent,0.5321188878235859
5,exact_solvent,0.5560882070949185
6,exact_solvent,0.576222435282838
7,exact_solvent,0.5973154362416108
8,exact_solvent,0.6184084372003835
9,exact_solvent,0.6347075743048898
10,exact_solvent,0.6471716203259827
1,exact_base,0.5790987535953979
2,exact_base,0.7152444870565676
3,exact_base,0.7919463087248322
4,exact_base,0.8571428571428571
5,exact_base,0.8906999041227229
6,exact_base,0.9041227229146692
7,exact_base,0.9089165867689357
8,exact_base,0.909875359539789
9,exact_base,0.909875359539789
10,exact_base,0.909875359539789
