top_k,reagent_type,accuracy
1,fine_solvent,0.4731800766283525
2,fine_solvent,0.6388888888888888
3,fine_solvent,0.7222222222222222
4,fine_solvent,0.7777777777777778
5,fine_solvent,0.8333333333333334
6,fine_solvent,0.8582375478927203
7,fine_solvent,0.8888888888888888
8,fine_solvent,0.9118773946360154
9,fine_solvent,0.9272030651340997
10,fine_solvent,0.9329501915708812
1,base,0.7777777777777778
2,base,0.8888888888888888
3,base,0.9195402298850575
4,base,0.9281609195402298
5,base,0.935823754789272
6,base,0.9425287356321839
7,base,0.9473180076628352
8,base,0.9482758620689655
9,base,0.9540229885057471
10,base,0.9549808429118773
1,overall,0.42528735632183906
2,overall,0.5555555555555556
3,overall,0.6293103448275862
4,overall,0.6819923371647509
5,overall,0.7318007662835249
6,overall,0.7538314176245211
7,overall,0.7854406130268199
8,overall,0.8132183908045977
9,overall,0.8323754789272031
10,overall,0.8438697318007663
