top_k,reagent_type,accuracy
1,fine_solvent,0.4731800766283525
2,fine_solvent,0.6494252873563219
3,fine_solvent,0.7480842911877394
4,fine_solvent,0.8122605363984674
5,fine_solvent,0.8687739463601533
6,fine_solvent,0.8984674329501916
7,fine_solvent,0.9233716475095786
8,fine_solvent,0.9348659003831418
9,fine_solvent,0.9386973180076629
10,fine_solvent,0.9396551724137931
1,base,0.7777777777777778
2,base,0.8975095785440613
3,base,0.9434865900383141
4,base,0.9549808429118773
5,base,0.9559386973180076
6,base,0.9559386973180076
7,base,0.9559386973180076
8,base,0.9559386973180076
9,base,0.9559386973180076
10,base,0.9559386973180076
