reagent_type,top_k,accuracy
coarse_solvent,1,0.5440613026819924
coarse_solvent,2,0.7365900383141762
coarse_solvent,3,0.8457854406130269
coarse_solvent,4,0.9272030651340997
coarse_solvent,5,0.9789272030651341
coarse_solvent,6,0.9942528735632183
coarse_solvent,7,0.9961685823754789
coarse_solvent,8,0.9980842911877394
coarse_solvent,9,0.9980842911877394
coarse_solvent,10,0.9990421455938697
base,1,0.8448275862068966
base,2,0.8630268199233716
base,3,0.8697318007662835
base,4,0.8802681992337165
base,5,0.8888888888888888
base,6,0.9185823754789272
base,7,0.946360153256705
base,8,0.9597701149425287
base,9,0.9760536398467433
base,10,0.9827586206896551
overall,1,0.4731800766283525
overall,2,0.6408045977011494
overall,3,0.7337164750957854
overall,4,0.8045977011494253
overall,5,0.8582375478927203
overall,6,0.8850574712643678
overall,7,0.8984674329501916
overall,8,0.9128352490421456
overall,9,0.9300766283524904
overall,10,0.9367816091954023
