top_k,reagent_type,accuracy
1,coarse_solvent,0.5105363984674329
2,coarse_solvent,0.6685823754789272
3,coarse_solvent,0.7729885057471264
4,coarse_solvent,0.8352490421455939
5,coarse_solvent,0.8869731800766284
6,coarse_solvent,0.9434865900383141
7,coarse_solvent,0.9693486590038314
8,coarse_solvent,0.9837164750957854
9,coarse_solvent,0.9894636015325671
10,coarse_solvent,0.9923371647509579
1,base,0.7969348659003831
2,base,0.9003831417624522
3,base,0.9243295019157088
4,base,0.9281609195402298
5,base,0.9377394636015326
6,base,0.9444444444444444
7,base,0.9559386973180076
8,base,0.9636015325670498
9,base,0.9674329501915708
10,base,0.9674329501915708
1,overall,0.4511494252873563
2,overall,0.5871647509578544
3,overall,0.6733716475095786
4,overall,0.7183908045977011
5,overall,0.7653256704980843
6,overall,0.8132183908045977
7,overall,0.8448275862068966
8,overall,0.8687739463601533
9,overall,0.8860153256704981
10,overall,0.896551724137931
