top_k,reagent_type,accuracy
1,fine_solvent,0.49616858237547895
2,fine_solvent,0.6503831417624522
3,fine_solvent,0.7318007662835249
4,fine_solvent,0.7921455938697318
5,fine_solvent,0.8400383141762452
6,fine_solvent,0.8745210727969349
7,fine_solvent,0.9003831417624522
8,fine_solvent,0.9243295019157088
9,fine_solvent,0.9386973180076629
10,fine_solvent,0.9482758620689655
1,base,0.8189655172413793
2,base,0.8975095785440613
3,base,0.9166666666666666
4,base,0.9243295019157088
5,base,0.9348659003831418
6,base,0.9434865900383141
7,base,0.9501915708812261
8,base,0.9559386973180076
9,base,0.9626436781609196
10,base,0.9645593869731801
1,overall,0.44061302681992337
2,overall,0.5871647509578544
3,overall,0.6551724137931034
4,overall,0.7068965517241379
5,overall,0.7547892720306514
6,overall,0.7863984674329502
7,overall,0.8045977011494253
8,overall,0.8275862068965517
9,overall,0.8409961685823755
10,overall,0.8591954022988506
