reagent_type,top_k,accuracy
overall,1,0.40651965484180247
overall,2,0.5743048897411314
overall,3,0.6855225311601151
overall,4,0.7440076701821668
overall,5,0.7785234899328859
overall,6,0.8120805369127517
overall,7,0.8274209012464045
overall,8,0.8446788111217641
overall,9,0.8571428571428571
overall,10,0.8667305848513902
fine_solvent,1,0.4707574304889741
fine_solvent,2,0.6558005752636625
fine_solvent,3,0.7861936720997124
fine_solvent,4,0.8446788111217641
fine_solvent,5,0.8744007670182167
fine_solvent,6,0.9041227229146692
fine_solvent,7,0.9156279961649089
fine_solvent,8,0.9300095877277086
fine_solvent,9,0.9367209971236817
fine_solvent,10,0.9405560882070949
base,1,0.8475551294343241
base,2,0.8657718120805369
base,3,0.8791946308724832
base,4,0.8906999041227229
base,5,0.9041227229146692
base,6,0.9137104506232023
base,7,0.9204218600191755
base,8,0.9290508149568553
base,9,0.9405560882070949
base,10,0.947267497603068
