reagent_type,top_k,accuracy
coarse_solvent,1,0.4966442953020134
coarse_solvent,2,0.700862895493768
coarse_solvent,3,0.8418024928092043
coarse_solvent,4,0.9165867689357622
coarse_solvent,5,0.9731543624161074
coarse_solvent,6,0.987535953978907
coarse_solvent,7,0.9923298178331735
coarse_solvent,8,0.9942473633748802
coarse_solvent,9,0.99712368168744
coarse_solvent,10,0.9990412272291467
base,1,0.8398849472674976
base,2,0.8542665388302972
base,3,0.8600191754554171
base,4,0.8676893576222435
base,5,0.87248322147651
base,6,0.9213806327900288
base,7,0.947267497603068
base,8,0.9616490891658677
base,9,0.9721955896452541
base,10,0.9741131351869607
overall,1,0.41323106423777567
overall,2,0.6011505273250239
overall,3,0.7229146692233941
overall,4,0.7833173537871524
overall,5,0.8398849472674976
overall,6,0.87823585810163
overall,7,0.9050814956855225
overall,8,0.9242569511025887
overall,9,0.9357622243528284
overall,10,0.9434324065196549
