reagent_type,top_k,accuracy
fine_solvent,1,0.4932950191570881
fine_solvent,2,0.7021072796934866
fine_solvent,3,0.8199233716475096
fine_solvent,4,0.8630268199233716
fine_solvent,5,0.8946360153256705
fine_solvent,6,0.9109195402298851
fine_solvent,7,0.9204980842911877
fine_solvent,8,0.9291187739463601
fine_solvent,9,0.9377394636015326
fine_solvent,10,0.9454022988505747
base,1,0.8323754789272031
base,2,0.8515325670498084
base,3,0.8706896551724138
base,4,0.89272030651341
base,5,0.9080459770114943
base,6,0.9147509578544061
base,7,0.9281609195402298
base,8,0.9367816091954023
base,9,0.9454022988505747
base,10,0.9540229885057471
overall,1,0.41762452107279696
overall,2,0.6091954022988506
overall,3,0.7203065134099617
overall,4,0.7720306513409961
overall,5,0.8026819923371648
overall,6,0.8170498084291188
overall,7,0.8333333333333334
overall,8,0.8457854406130269
overall,9,0.8582375478927203
overall,10,0.8726053639846744
