top_k,reagent_type,accuracy
1,coarse_solvent,0.5268199233716475
2,coarse_solvent,0.6781609195402298
3,coarse_solvent,0.764367816091954
4,coarse_solvent,0.8342911877394636
5,coarse_solvent,0.8879310344827587
6,coarse_solvent,0.921455938697318
7,coarse_solvent,0.9530651340996169
8,coarse_solvent,0.9741379310344828
9,coarse_solvent,0.9760536398467433
10,coarse_solvent,0.9770114942528736
1,base,0.7672413793103449
2,base,0.8764367816091954
3,base,0.9147509578544061
4,base,0.9204980842911877
5,base,0.9252873563218391
6,base,0.9415708812260536
7,base,0.9482758620689655
8,base,0.9521072796934866
9,base,0.9568965517241379
10,base,0.9578544061302682
1,overall,0.45689655172413796
2,overall,0.5842911877394636
3,overall,0.6522988505747126
4,overall,0.7040229885057471
5,overall,0.7538314176245211
6,overall,0.7940613026819924
7,overall,0.8275862068965517
8,overall,0.8563218390804598
9,overall,0.8649425287356322
10,overall,0.8716475095785441
