top_k,reagent_type,accuracy
1,coarse_solvent,0.5268199233716475
2,coarse_solvent,0.6944444444444444
3,coarse_solvent,0.7950191570881227
4,coarse_solvent,0.8888888888888888
5,coarse_solvent,0.9559386973180076
6,coarse_solvent,0.9770114942528736
7,coarse_solvent,0.9770114942528736
8,coarse_solvent,0.9770114942528736
9,coarse_solvent,0.9770114942528736
10,coarse_solvent,0.9770114942528736
1,base,0.7672413793103449
2,base,0.8850574712643678
3,base,0.9406130268199234
4,base,0.9559386973180076
5,base,0.9568965517241379
6,base,0.9568965517241379
7,base,0.9578544061302682
8,base,0.9578544061302682
9,base,0.9578544061302682
10,base,0.9578544061302682
