reagent_type,top_k,accuracy
overall,1,0.4932950191570881
overall,2,0.6637931034482759
overall,3,0.7413793103448276
overall,4,0.814176245210728
overall,5,0.8620689655172413
overall,6,0.8860153256704981
overall,7,0.9042145593869731
overall,8,0.9204980842911877
overall,9,0.9339080459770115
overall,10,0.9406130268199234
coarse_solvent,1,0.5488505747126436
coarse_solvent,2,0.735632183908046
coarse_solvent,3,0.8218390804597702
coarse_solvent,4,0.9022988505747126
coarse_solvent,5,0.9530651340996169
coarse_solvent,6,0.9712643678160919
coarse_solvent,7,0.9818007662835249
coarse_solvent,8,0.9904214559386973
coarse_solvent,9,0.9942528735632183
coarse_solvent,10,0.9971264367816092
base,1,0.8668582375478927
base,2,0.8879310344827587
base,3,0.8946360153256705
base,4,0.9061302681992337
base,5,0.9157088122605364
base,6,0.9415708812260536
base,7,0.9530651340996169
base,8,0.9645593869731801
base,9,0.9722222222222222
base,10,0.9760536398467433
