top_k,reagent_type,accuracy
1,exact_solvent,0.3620689655172414
2,exact_solvent,0.4616858237547893
3,exact_solvent,0.5105363984674329
4,exact_solvent,0.5373563218390804
5,exact_solvent,0.5613026819923371
6,exact_solvent,0.5852490421455939
7,exact_solvent,0.6082375478927203
8,exact_solvent,0.6264367816091954
9,exact_solvent,0.6388888888888888
10,exact_solvent,0.6522988505747126
1,exact_base,0.5708812260536399
2,exact_base,0.7116858237547893
3,exact_base,0.7873563218390804
4,exact_base,0.85727969348659
5,exact_base,0.8850574712643678
6,exact_base,0.9042145593869731
7,exact_base,0.9080459770114943
8,exact_base,0.9090038314176245
9,exact_base,0.9090038314176245
10,exact_base,0.9099616858237548
