top_k,reagent_type,accuracy
1,fine_solvent,0.48946360153256707
2,fine_solvent,0.6503831417624522
3,fine_solvent,0.7270114942528736
4,fine_solvent,0.7873563218390804
5,fine_solvent,0.8275862068965517
6,fine_solvent,0.8524904214559387
7,fine_solvent,0.8764367816091954
8,fine_solvent,0.8994252873563219
9,fine_solvent,0.9147509578544061
10,fine_solvent,0.9300766283524904
1,base,0.7691570881226054
2,base,0.8879310344827587
3,base,0.9204980842911877
4,base,0.9339080459770115
5,base,0.9415708812260536
6,base,0.9482758620689655
7,base,0.9540229885057471
8,base,0.9588122605363985
9,base,0.9626436781609196
10,base,0.9655172413793104
1,overall,0.43582375478927204
2,overall,0.5680076628352491
3,overall,0.6264367816091954
4,overall,0.6839080459770115
5,overall,0.7222222222222222
6,overall,0.7509578544061303
7,overall,0.7787356321839081
8,overall,0.8074712643678161
9,overall,0.8314176245210728
10,overall,0.8515325670498084
