reagent_type,top_k,accuracy
overall,1,0.47746883988494726
overall,2,0.6462128475551294
overall,3,0.7296260786193672
overall,4,0.7698945349952061
overall,5,0.8120805369127517
overall,6,0.8322147651006712
overall,7,0.8561840843720039
overall,8,0.87248322147651
overall,9,0.8811121764141898
overall,10,0.8926174496644296
fine_solvent,1,0.5417066155321189
fine_solvent,2,0.7056567593480345
fine_solvent,3,0.8015340364333653
fine_solvent,4,0.8370086289549377
fine_solvent,5,0.8763183125599233
fine_solvent,6,0.8983700862895494
fine_solvent,7,0.9185043144774688
fine_solvent,8,0.9367209971236817
fine_solvent,9,0.947267497603068
fine_solvent,10,0.9578139980824545
base,1,0.8571428571428571
base,2,0.8916586768935763
base,3,0.9089165867689357
base,4,0.925215723873442
base,5,0.9367209971236817
base,6,0.9405560882070949
base,7,0.947267497603068
base,8,0.9491850431447747
base,9,0.9520613614573347
base,10,0.959731543624161
