reagent_type,top_k,accuracy
coarse_solvent,1,0.5124521072796935
coarse_solvent,2,0.7116858237547893
coarse_solvent,3,0.8400383141762452
coarse_solvent,4,0.9243295019157088
coarse_solvent,5,0.9808429118773946
coarse_solvent,6,0.9875478927203065
coarse_solvent,7,0.9923371647509579
coarse_solvent,8,0.9942528735632183
coarse_solvent,9,0.9961685823754789
coarse_solvent,10,0.9961685823754789
base,1,0.8362068965517241
base,2,0.8524904214559387
base,3,0.8601532567049809
base,4,0.8630268199233716
base,5,0.8706896551724138
base,6,0.9195402298850575
base,7,0.9415708812260536
base,8,0.9559386973180076
base,9,0.9674329501915708
base,10,0.9712643678160919
overall,1,0.4444444444444444
overall,2,0.6264367816091954
overall,3,0.735632183908046
overall,4,0.7940613026819924
overall,5,0.8486590038314177
overall,6,0.8735632183908046
overall,7,0.8908045977011494
overall,8,0.9109195402298851
overall,9,0.9195402298850575
overall,10,0.9291187739463601
