reagent_type,top_k,accuracy
overall,1,0.3611111111111111
overall,2,0.5114942528735632
overall,3,0.6436781609195402
overall,4,0.7327586206896551
overall,5,0.7854406130268199
overall,6,0.828544061302682
overall,7,0.8496168582375478
overall,8,0.8659003831417624
overall,9,0.8840996168582376
overall,10,0.896551724137931
coarse_solvent,1,0.4425287356321839
coarse_solvent,2,0.6187739463601533
coarse_solvent,3,0.774904214559387
coarse_solvent,4,0.8812260536398467
coarse_solvent,5,0.9300766283524904
coarse_solvent,6,0.9521072796934866
coarse_solvent,7,0.9674329501915708
coarse_solvent,8,0.9741379310344828
coarse_solvent,9,0.9798850574712644
coarse_solvent,10,0.9827586206896551
base,1,0.8113026819923371
base,2,0.8199233716475096
base,3,0.8266283524904214
base,4,0.8390804597701149
base,5,0.8639846743295019
base,6,0.9042145593869731
base,7,0.9339080459770115
base,8,0.9521072796934866
base,9,0.9645593869731801
base,10,0.9693486590038314
