top_k,reagent_type,accuracy
1,exact_solvent,0.36590038314176243
2,exact_solvent,0.4540229885057471
3,exact_solvent,0.4952107279693487
4,exact_solvent,0.5191570881226054
5,exact_solvent,0.5431034482758621
6,exact_solvent,0.5718390804597702
7,exact_solvent,0.5967432950191571
8,exact_solvent,0.6091954022988506
9,exact_solvent,0.6283524904214559
10,exact_solvent,0.6340996168582376
1,exact_base,0.5747126436781609
2,exact_base,0.6973180076628352
3,exact_base,0.7490421455938697
4,exact_base,0.7883141762452107
5,exact_base,0.8160919540229885
6,exact_base,0.8362068965517241
7,exact_base,0.8505747126436781
8,exact_base,0.8639846743295019
9,exact_base,0.8773946360153256
10,exact_base,0.8783524904214559
1,overall,0.3275862068965517
2,overall,0.4013409961685824
3,overall,0.4339080459770115
4,overall,0.4482758620689655
5,overall,0.46551724137931033
6,overall,0.4827586206896552
7,overall,0.4932950191570881
8,overall,0.5
9,overall,0.5105363984674329
10,overall,0.5162835249042146
