top_k,reagent_type,accuracy
1,exact_solvent,0.3726053639846743
2,exact_solvent,0.47126436781609193
3,exact_solvent,0.5124521072796935
4,exact_solvent,0.5383141762452107
5,exact_solvent,0.5603448275862069
6,exact_solvent,0.5718390804597702
7,exact_solvent,0.5842911877394636
8,exact_solvent,0.5900383141762452
9,exact_solvent,0.6044061302681992
10,exact_solvent,0.6216475095785441
1,exact_base,0.5842911877394636
2,exact_base,0.7097701149425287
3,exact_base,0.7653256704980843
4,exact_base,0.8055555555555556
5,exact_base,0.8266283524904214
6,exact_base,0.8438697318007663
7,exact_base,0.8553639846743295
8,exact_base,0.8687739463601533
9,exact_base,0.8783524904214559
10,exact_base,0.8840996168582376
1,overall,0.328544061302682
2,overall,0.40804597701149425
3,overall,0.4396551724137931
4,overall,0.460727969348659
5,overall,0.4779693486590038
6,overall,0.4837164750957854
7,overall,0.49233716475095785
8,overall,0.49616858237547895
9,overall,0.5038314176245211
10,overall,0.5124521072796935
