top_k,reagent_type,accuracy
1,exact_solvent,0.3825503355704698
2,exact_solvent,0.4707574304889741
3,exact_solvent,0.5023969319271333
4,exact_solvent,0.5340364333652924
5,exact_solvent,0.5589645254074784
6,exact_solvent,0.576222435282838
7,exact_solvent,0.588686481303931
8,exact_solvent,0.6049856184084372
9,exact_solvent,0.6241610738255033
10,exact_solvent,0.6308724832214765
1,exact_base,0.585810162991371
2,exact_base,0.713326941514861
3,exact_base,0.7948226270373921
4,exact_base,0.8427612655800575
5,exact_base,0.8811121764141898
6,exact_base,0.8964525407478428
7,exact_base,0.9022051773729626
8,exact_base,0.9022051773729626
9,exact_base,0.9022051773729626
10,exact_base,0.9022051773729626
