reagent_type,top_k,accuracy
fine_solvent,1,0.45402297377586365
fine_solvent,2,0.6427202820777893
fine_solvent,3,0.7643678188323975
fine_solvent,4,0.8247126340866089
fine_solvent,5,0.8735632300376892
fine_solvent,6,0.9099617004394531
fine_solvent,7,0.9291187524795532
fine_solvent,8,0.9434865713119507
fine_solvent,9,0.959770143032074
fine_solvent,10,0.9683908224105835
fine_solvent,11,0.9885057210922241
fine_solvent,12,0.9932950139045715
fine_solvent,13,1.0
base,1,0.8409961462020874
base,2,0.9425287246704102
base,3,0.9731800556182861
base,4,0.9818007946014404
base,5,0.992337167263031
base,6,0.9961685538291931
base,7,1.0
