top_k,reagent_type,accuracy
1,coarse_solvent,0.5033557046979866
2,coarse_solvent,0.6682646212847555
3,coarse_solvent,0.7564717162032598
4,coarse_solvent,0.8216682646212847
5,coarse_solvent,0.87823585810163
6,coarse_solvent,0.9232981783317353
7,coarse_solvent,0.9520613614573347
8,coarse_solvent,0.9702780441035475
9,coarse_solvent,0.9769894534995206
10,coarse_solvent,0.9789069990412272
1,base,0.7622243528283796
2,base,0.8916586768935763
3,base,0.9204218600191755
4,base,0.9271332694151486
5,base,0.9415148609779482
6,base,0.9520613614573347
7,base,0.9635666347075743
8,base,0.9674017257909875
9,base,0.9693192713326941
10,base,0.9693192713326941
1,overall,0.4343240651965484
2,overall,0.5695110258868649
3,overall,0.6462128475551294
4,overall,0.7066155321188878
5,overall,0.763183125599233
6,overall,0.8120805369127517
7,overall,0.8465963566634708
8,overall,0.8744007670182167
9,overall,0.8839884947267498
10,overall,0.8859060402684564
