top_k,reagent_type,accuracy
1,coarse_solvent,0.5363984674329502
2,coarse_solvent,0.7059386973180076
3,coarse_solvent,0.7998084291187739
4,coarse_solvent,0.85727969348659
5,coarse_solvent,0.9013409961685823
6,coarse_solvent,0.9473180076628352
7,coarse_solvent,0.9626436781609196
8,coarse_solvent,0.9760536398467433
9,coarse_solvent,0.9808429118773946
10,coarse_solvent,0.9818007662835249
1,base,0.7710727969348659
2,base,0.8898467432950191
3,base,0.9233716475095786
4,base,0.9329501915708812
5,base,0.9386973180076629
6,base,0.9473180076628352
7,base,0.9540229885057471
8,base,0.9626436781609196
9,base,0.9645593869731801
10,base,0.9645593869731801
1,overall,0.47413793103448276
2,overall,0.6015325670498084
3,overall,0.6810344827586207
4,overall,0.7375478927203065
5,overall,0.789272030651341
6,overall,0.8496168582375478
7,overall,0.8706896551724138
8,overall,0.8908045977011494
9,overall,0.8955938697318008
10,overall,0.896551724137931
