reagent_type,top_k,accuracy
coarse_solvent,1,0.3898467421531677
coarse_solvent,2,0.6360152959823608
coarse_solvent,3,0.7720306515693665
coarse_solvent,4,0.8764367699623108
coarse_solvent,5,0.9837164878845215
coarse_solvent,6,1.0
base,1,0.8237547874450684
base,2,0.8879310488700867
base,3,0.9645593762397766
base,4,0.984674334526062
base,5,0.9942528605461121
base,6,0.9971264600753784
base,7,1.0
