top_k,reagent_type,accuracy
1,fine_solvent,0.5028735632183908
2,fine_solvent,0.6637931034482759
3,fine_solvent,0.7298850574712644
4,fine_solvent,0.7816091954022989
5,fine_solvent,0.8275862068965517
6,fine_solvent,0.8668582375478927
7,fine_solvent,0.8879310344827587
8,fine_solvent,0.9090038314176245
9,fine_solvent,0.921455938697318
10,fine_solvent,0.9300766283524904
1,base,0.7729885057471264
2,base,0.882183908045977
3,base,0.9051724137931034
4,base,0.9185823754789272
5,base,0.9252873563218391
6,base,0.9319923371647509
7,base,0.9406130268199234
8,base,0.946360153256705
9,base,0.9501915708812261
10,base,0.9559386973180076
1,overall,0.44061302681992337
2,overall,0.5699233716475096
3,overall,0.6293103448275862
4,overall,0.6685823754789272
5,overall,0.7097701149425287
6,overall,0.7595785440613027
7,overall,0.7825670498084292
8,overall,0.8074712643678161
9,overall,0.828544061302682
10,overall,0.8371647509578544
