reagent_type,top_k,accuracy
coarse_solvent,1,0.5110258868648131
coarse_solvent,2,0.7075743048897412
coarse_solvent,3,0.8389261744966443
coarse_solvent,4,0.9213806327900288
coarse_solvent,5,0.9769894534995206
coarse_solvent,6,0.9865771812080537
coarse_solvent,7,0.9942473633748802
coarse_solvent,8,0.9952061361457335
coarse_solvent,9,0.99712368168744
coarse_solvent,10,0.99712368168744
base,1,0.8370086289549377
base,2,0.8523489932885906
base,3,0.8581016299137104
base,4,0.8705656759348035
base,5,0.87535953978907
base,6,0.9223394055608821
base,7,0.9453499520613614
base,8,0.9558964525407478
base,9,0.9635666347075743
base,10,0.9693192713326941
overall,1,0.4314477468839885
overall,2,0.6088207094918504
overall,3,0.7190795781399808
overall,4,0.7919463087248322
overall,5,0.8485139022051774
overall,6,0.8839884947267498
overall,7,0.9117929050814957
overall,8,0.925215723873442
overall,9,0.9367209971236817
overall,10,0.9415148609779482
