top_k,reagent_type,accuracy
1,exact_solvent,0.38026819923371646
2,exact_solvent,0.47988505747126436
3,exact_solvent,0.5172413793103449
4,exact_solvent,0.5517241379310345
5,exact_solvent,0.5756704980842912
6,exact_solvent,0.5938697318007663
7,exact_solvent,0.6082375478927203
8,exact_solvent,0.6235632183908046
9,exact_solvent,0.6369731800766284
10,exact_solvent,0.6513409961685823
1,exact_base,0.5680076628352491
2,exact_base,0.6925287356321839
3,exact_base,0.7471264367816092
4,exact_base,0.7873563218390804
5,exact_base,0.8074712643678161
6,exact_base,0.8352490421455939
7,exact_base,0.8496168582375478
8,exact_base,0.8668582375478927
9,exact_base,0.8754789272030651
10,exact_base,0.8812260536398467
1,overall,0.32950191570881227
2,overall,0.41475095785440613
3,overall,0.4454022988505747
4,overall,0.4616858237547893
5,overall,0.47413793103448276
6,overall,0.48563218390804597
7,overall,0.49808429118773945
8,overall,0.5086206896551724
9,overall,0.5201149425287356
10,overall,0.5325670498084292
