top_k,reagent_type,accuracy
1,exact_solvent,0.38026819923371646
2,exact_solvent,0.48563218390804597
3,exact_solvent,0.5239463601532567
4,exact_solvent,0.5584291187739464
5,exact_solvent,0.5842911877394636
6,exact_solvent,0.6044061302681992
7,exact_solvent,0.6245210727969349
8,exact_solvent,0.6475095785440613
9,exact_solvent,0.6618773946360154
10,exact_solvent,0.6743295019157088
1,exact_base,0.5680076628352491
2,exact_base,0.7059386973180076
3,exact_base,0.7844827586206896
4,exact_base,0.8400383141762452
5,exact_base,0.882183908045977
6,exact_base,0.896551724137931
7,exact_base,0.9032567049808429
8,exact_base,0.9051724137931034
9,exact_base,0.9051724137931034
10,exact_base,0.9051724137931034
