reagent_type,top_k,accuracy
fine_solvent,1,0.4722222
fine_solvent,2,0.6484674
fine_solvent,3,0.7385057
fine_solvent,4,0.81417626
fine_solvent,5,0.85057473
fine_solvent,6,0.87164754
fine_solvent,7,0.8975096
fine_solvent,8,0.92241377
fine_solvent,9,0.9434866
fine_solvent,10,0.95306516
fine_solvent,11,0.97605366
fine_solvent,12,0.9885057
fine_solvent,13,1.0
base,1,0.8285441
base,2,0.89942527
base,3,0.93869734
base,4,0.9741379
base,5,0.9856322
base,6,0.99616855
base,7,1.0
