top_k,reagent_type,accuracy
1,coarse_solvent,0.5306513409961686
2,coarse_solvent,0.7030651340996169
3,coarse_solvent,0.7825670498084292
4,coarse_solvent,0.8457854406130269
5,coarse_solvent,0.8946360153256705
6,coarse_solvent,0.9396551724137931
7,coarse_solvent,0.9655172413793104
8,coarse_solvent,0.9798850574712644
9,coarse_solvent,0.9932950191570882
10,coarse_solvent,0.9932950191570882
1,base,0.7701149425287356
2,base,0.8831417624521073
3,base,0.9090038314176245
4,base,0.921455938697318
5,base,0.9243295019157088
6,base,0.9348659003831418
7,base,0.9473180076628352
8,base,0.9530651340996169
9,base,0.9578544061302682
10,base,0.9588122605363985
1,overall,0.46934865900383144
2,overall,0.6053639846743295
3,overall,0.6733716475095786
4,overall,0.7222222222222222
5,overall,0.7758620689655172
6,overall,0.8180076628352491
7,overall,0.8486590038314177
8,overall,0.8697318007662835
9,overall,0.882183908045977
10,overall,0.8869731800766284
