top_k,reagent_type,accuracy
1,coarse_solvent,0.48946360153256707
2,coarse_solvent,0.6704980842911877
3,coarse_solvent,0.7672413793103449
4,coarse_solvent,0.8390804597701149
5,coarse_solvent,0.8994252873563219
6,coarse_solvent,0.9454022988505747
7,coarse_solvent,0.9703065134099617
8,coarse_solvent,0.9808429118773946
9,coarse_solvent,0.9808429118773946
10,coarse_solvent,0.9808429118773946
1,base,0.7777777777777778
2,base,0.8888888888888888
3,base,0.9195402298850575
4,base,0.9329501915708812
5,base,0.9406130268199234
6,base,0.9434865900383141
7,base,0.9521072796934866
8,base,0.9549808429118773
9,base,0.9559386973180076
10,base,0.9559386973180076
1,overall,0.4367816091954023
2,overall,0.5795019157088123
3,overall,0.6609195402298851
4,overall,0.7337164750957854
5,overall,0.7902298850574713
6,overall,0.8237547892720306
7,overall,0.8649425287356322
8,overall,0.8812260536398467
9,overall,0.8860153256704981
10,overall,0.8888888888888888
