top_k,reagent_type,accuracy
1,fine_solvent,0.4942528735632184
2,fine_solvent,0.6398467432950191
3,fine_solvent,0.7337164750957854
4,fine_solvent,0.7940613026819924
5,fine_solvent,0.8342911877394636
6,fine_solvent,0.8716475095785441
7,fine_solvent,0.8955938697318008
8,fine_solvent,0.9204980842911877
9,fine_solvent,0.9367816091954023
10,fine_solvent,0.9396551724137931
1,base,0.75
2,base,0.8955938697318008
3,base,0.9415708812260536
4,base,0.9636015325670498
5,base,0.9655172413793104
6,base,0.9664750957854407
7,base,0.9664750957854407
8,base,0.9664750957854407
9,base,0.9664750957854407
10,base,0.9664750957854407
