top_k,reagent_type,accuracy
1,fine_solvent,0.4942528735632184
2,fine_solvent,0.6312260536398467
3,fine_solvent,0.7136015325670498
4,fine_solvent,0.7634099616858238
5,fine_solvent,0.8084291187739464
6,fine_solvent,0.8275862068965517
7,fine_solvent,0.8544061302681992
8,fine_solvent,0.8764367816091954
9,fine_solvent,0.8898467432950191
10,fine_solvent,0.9022988505747126
1,base,0.75
2,base,0.8812260536398467
3,base,0.9118773946360154
4,base,0.9272030651340997
5,base,0.9348659003831418
6,base,0.9425287356321839
7,base,0.9473180076628352
8,base,0.9559386973180076
9,base,0.9588122605363985
10,base,0.9616858237547893
1,overall,0.43486590038314177
2,overall,0.5450191570881227
3,overall,0.617816091954023
4,overall,0.6618773946360154
5,overall,0.696360153256705
6,overall,0.7231800766283525
7,overall,0.7538314176245211
8,overall,0.7816091954022989
9,overall,0.8007662835249042
10,overall,0.8208812260536399
